Year,Industry,Average Call Duration (min),Hold Time (sec),Abandonment Rate (%),ASA (sec),ACW (sec),Sentiment Score,CSAT (%),Churn Rate (%),First Call Resolution (FCR %),Average Waiting Time (AWT sec),Average Handle Time (AHT min),Call Transfer Rate (%)
2024,Technology,3.21,5.3,5.23,13.11,42.23,0.15,89.79,10.87,94.18,37.07,5.63,3.3
2024,Technology,6.53,4.48,7.29,7.24,69.07,0.04,76.7,5.52,76.77,23.02,6.58,3.1
2023,Finance,4.26,3.21,9.0,11.26,70.77,0.08,75.51,14.84,73.39,41.83,8.23,2.62
2024,Telecommunications,5.46,4.96,7.96,8.46,66.16,0.17,83.84,14.47,79.77,55.71,10.65,6.87
2023,Finance,6.67,4.02,8.42,6.27,50.06,0.4,99.69,12.03,78.93,23.8,7.17,9.81
2022,Telecommunications,6.03,3.38,9.58,11.65,71.08,0.13,98.99,5.84,93.06,43.24,10.11,5.75
2024,Technology,6.17,4.45,9.35,14.22,83.64,0.84,88.64,8.93,78.16,27.01,10.85,2.03
2021,Finance,5.51,5.99,6.43,6.52,52.75,0.73,89.79,11.84,87.96,20.58,9.68,6.79
2022,Healthcare,4.36,6.79,6.76,13.44,86.01,0.69,80.97,5.46,75.16,30.48,8.14,2.91
2022,Technology,4.85,5.37,7.16,9.75,68.41,0.24,70.35,6.35,70.32,46.91,5.5,8.3
2021,Finance,4.41,4.59,5.33,10.42,78.61,0.04,86.84,10.09,84.23,30.96,5.53,2.78
2024,Technology,5.57,5.64,5.14,11.35,84.8,0.65,71.03,7.6,92.75,26.68,6.38,9.7
2022,Finance,6.81,4.0,6.57,10.24,54.49,0.05,90.16,7.08,75.76,33.34,8.74,8.69
2024,Transportation,6.72,3.04,7.41,10.34,30.27,0.29,83.96,6.03,82.85,53.88,9.55,5.55
2021,Transportation,6.56,3.32,9.72,9.45,71.09,0.62,85.49,11.23,74.66,50.1,8.69,3.29
2023,Healthcare,5.85,6.63,7.02,5.96,78.15,0.24,89.25,7.41,91.2,52.71,11.19,9.93
2023,Telecommunications,3.83,3.51,7.95,13.69,35.16,0.4,96.64,6.46,77.43,38.83,11.77,3.03
2023,Healthcare,6.51,3.47,7.36,7.09,47.08,0.52,89.06,14.07,72.44,59.5,11.5,9.85
2021,Transportation,6.18,6.88,9.48,11.74,57.63,0.83,92.39,10.34,82.0,49.95,9.4,9.13
2023,Retail,6.1,5.2,5.5,7.83,40.05,0.55,70.61,13.1,74.38,24.98,5.21,2.21
2023,Transportation,6.51,6.74,6.99,7.05,56.83,0.64,85.81,8.94,77.39,58.87,11.01,8.26
2022,Finance,3.87,6.51,7.93,6.65,87.83,0.53,96.18,10.89,83.43,22.98,9.04,3.36
2021,Telecommunications,3.02,4.41,8.93,12.04,62.28,0.69,82.07,10.43,91.44,20.2,7.24,2.26
2023,Healthcare,3.02,5.84,9.85,7.31,53.5,1.0,74.48,13.2,86.35,52.31,9.32,9.08
2024,Retail,6.3,6.39,9.18,11.34,89.69,0.55,71.8,13.23,76.8,47.83,7.51,6.76
2023,Finance,5.78,5.58,8.51,10.32,85.49,0.16,74.37,14.5,73.67,44.08,10.62,8.99
2022,Finance,5.82,6.99,6.61,13.85,52.8,0.74,74.39,9.26,80.0,28.31,10.1,7.79
2024,Telecommunications,6.65,4.05,6.48,13.88,48.05,0.08,85.96,8.73,83.35,20.84,7.55,7.55
2023,Retail,5.43,6.85,8.36,7.94,36.1,0.94,98.16,12.97,72.69,24.98,7.6,4.28
2022,Telecommunications,6.7,4.45,9.48,13.53,70.03,0.67,91.82,14.0,79.01,38.02,6.33,1.86
2023,Finance,5.52,5.69,6.44,7.86,33.24,0.48,78.12,9.14,87.85,49.05,6.97,5.53
2022,Finance,5.93,4.35,5.78,13.89,74.86,0.47,82.79,13.4,92.23,40.77,8.1,3.6
2021,Technology,6.41,5.88,7.71,12.64,71.83,0.37,98.42,12.21,90.9,45.6,8.91,8.73
2024,Finance,5.11,6.71,9.01,5.85,86.8,0.32,96.55,5.95,87.28,50.47,9.63,1.35
2023,Telecommunications,3.57,4.81,8.28,12.97,42.8,0.33,82.03,14.99,79.56,31.45,7.41,6.96
2024,Retail,3.42,4.09,7.25,12.43,76.94,0.69,72.69,12.09,83.26,47.0,8.49,3.1
2024,Finance,4.98,5.24,5.25,7.14,53.25,0.53,90.9,5.9,84.11,45.69,5.54,7.23
2021,Retail,4.45,6.14,9.17,8.63,51.73,0.94,78.4,13.19,73.47,59.02,11.37,6.71
2023,Retail,5.49,4.27,7.85,10.58,47.01,0.52,71.24,14.49,86.53,49.48,5.69,7.33
2022,Retail,6.7,4.07,7.31,14.21,74.53,0.84,70.82,5.29,73.07,30.24,5.4,6.28
2024,Transportation,6.12,5.03,7.87,10.0,80.55,0.03,75.13,8.95,71.26,52.51,8.3,2.17
2024,Telecommunications,5.7,4.26,9.52,7.67,77.57,0.13,84.6,5.87,90.4,35.82,6.79,4.78
2023,Retail,3.76,3.47,6.23,6.06,83.09,0.14,91.8,10.28,94.21,53.85,10.61,4.33
2024,Telecommunications,3.53,4.02,7.28,5.9,63.33,0.28,90.37,13.97,92.13,20.56,11.54,2.58
2022,Retail,5.59,5.97,5.88,10.65,51.76,0.23,84.04,11.24,94.33,38.65,11.47,6.37
2023,Transportation,4.01,4.57,8.49,8.19,34.98,0.42,99.64,5.13,73.65,26.48,9.51,6.47
2021,Transportation,6.1,7.0,9.03,9.46,31.42,0.24,99.01,7.04,72.49,30.03,9.21,7.71
2021,Healthcare,5.75,5.87,6.43,9.68,72.96,0.64,98.51,7.26,70.92,55.36,9.8,6.85
2024,Transportation,3.93,6.51,9.45,7.02,57.62,0.86,82.21,12.92,80.32,57.37,7.17,6.52
2021,Healthcare,4.85,6.88,7.73,11.99,32.78,0.73,90.76,9.93,81.98,32.4,5.62,2.95
2022,Telecommunications,3.97,6.54,7.32,6.07,46.43,0.83,90.46,11.87,94.54,55.39,7.6,2.05
2021,Technology,3.41,4.76,6.53,12.24,30.89,0.14,83.09,11.43,77.26,53.83,7.08,3.54
2023,Technology,4.78,6.72,7.6,5.94,87.64,0.32,72.12,13.87,75.06,46.89,6.87,7.49
2021,Healthcare,4.34,3.37,9.48,6.46,74.04,0.84,73.27,14.6,87.63,33.17,8.79,4.93
2021,Technology,6.37,5.85,5.09,6.46,77.16,0.24,70.77,5.91,91.87,33.02,9.07,3.82
2021,Telecommunications,4.25,3.68,9.97,14.19,32.06,0.35,81.09,6.06,88.94,52.21,8.11,5.16
2023,Retail,5.18,3.04,8.56,10.3,53.5,0.13,96.02,7.52,74.03,54.03,11.26,4.27
2024,Retail,6.4,3.6,6.08,9.22,82.8,0.07,71.36,7.65,75.3,33.08,7.27,8.21
2021,Technology,4.93,4.62,7.01,9.43,73.43,0.59,75.6,9.95,84.49,37.78,6.48,2.99
2024,Telecommunications,6.78,6.69,6.48,10.2,69.06,0.22,97.32,9.71,80.28,55.4,6.85,4.08
2021,Retail,4.15,3.93,8.15,14.97,54.85,0.5,76.06,14.18,89.99,29.01,5.83,1.07
2021,Technology,6.26,5.13,5.22,13.32,70.86,0.45,80.97,12.34,92.33,44.6,9.72,9.81
2022,Transportation,6.9,3.67,8.86,13.29,78.41,0.68,80.75,10.29,81.49,36.07,6.98,6.87
2023,Finance,6.12,5.35,7.07,12.99,49.04,0.43,97.61,14.86,71.35,56.95,6.5,3.58
2022,Technology,6.39,6.48,9.0,13.89,51.27,0.1,96.7,7.83,86.25,52.07,7.15,8.74
2021,Healthcare,5.65,6.12,6.93,9.78,31.42,0.89,81.39,14.95,89.39,49.34,5.77,8.35
2023,Finance,4.62,4.66,8.65,11.9,89.98,0.58,86.73,14.73,84.05,59.49,6.72,3.65
2024,Telecommunications,5.88,4.99,6.66,7.79,45.3,0.71,71.44,14.93,81.17,52.0,8.77,6.67
2023,Telecommunications,4.2,3.32,9.11,12.44,73.87,0.6,82.32,5.59,81.49,26.95,6.16,3.39
2022,Transportation,3.74,6.09,6.91,8.19,69.1,0.06,99.12,14.06,73.53,44.28,9.09,6.53
2022,Finance,5.19,5.78,5.68,10.3,81.47,0.06,88.4,7.3,75.2,26.87,10.73,8.44
2023,Healthcare,6.08,3.28,8.19,6.7,64.94,0.78,82.83,12.55,76.36,24.9,7.33,9.17
2024,Telecommunications,6.32,6.45,6.94,5.29,59.33,0.55,93.27,11.37,84.81,43.91,11.57,5.55
2021,Healthcare,5.05,6.02,8.0,7.87,54.59,0.77,83.79,9.25,85.53,50.99,11.17,5.36
2023,Healthcare,5.87,4.16,6.19,6.47,31.85,0.4,97.51,6.2,82.7,25.52,8.6,1.2
2022,Retail,4.39,4.04,5.76,13.49,77.25,0.77,94.58,12.43,81.11,50.49,7.02,6.94
2021,Healthcare,6.24,4.73,8.34,8.4,53.19,0.33,86.51,5.92,86.39,55.44,7.67,7.41
2023,Telecommunications,5.96,6.08,7.88,14.73,39.37,0.75,87.77,5.69,76.06,56.87,8.8,1.4
2021,Retail,5.92,3.83,8.46,5.28,83.9,0.26,79.88,11.47,77.73,37.63,6.73,9.75
2023,Transportation,4.89,5.94,6.49,7.25,45.71,0.57,72.16,5.74,72.24,44.08,9.03,4.49
2021,Telecommunications,5.23,6.04,5.16,10.13,76.25,0.77,88.11,12.19,81.2,24.78,6.81,8.63
2023,Telecommunications,5.56,6.91,8.84,8.9,78.51,0.06,97.37,11.01,83.25,38.25,10.65,8.01
2024,Retail,6.6,6.5,5.75,12.12,37.83,0.75,75.16,9.34,81.2,34.75,7.44,7.41
2023,Telecommunications,3.49,4.48,8.63,8.72,65.13,0.04,97.57,6.34,76.93,26.19,9.25,1.8
2021,Healthcare,3.93,5.37,9.92,9.34,66.09,0.66,86.69,6.12,93.31,56.29,11.57,6.63
2024,Healthcare,6.14,3.46,7.84,13.03,43.91,0.46,93.96,14.53,74.78,55.36,9.47,4.99
2021,Retail,3.17,3.6,5.65,8.43,77.94,0.9,82.81,6.61,71.48,49.98,11.83,8.25
2021,Telecommunications,4.42,6.64,5.48,11.86,72.85,0.48,89.14,13.32,91.56,59.46,10.99,7.02
2021,Technology,3.69,3.14,8.49,9.73,79.86,0.41,74.29,14.39,86.72,34.38,7.59,2.56
2021,Healthcare,4.19,4.68,5.86,8.66,55.78,0.12,84.99,6.11,78.54,21.18,5.17,9.19
2023,Transportation,5.18,4.37,8.48,6.35,38.94,0.61,92.2,7.58,77.98,32.88,8.17,5.43
2024,Transportation,4.61,6.76,8.35,9.39,47.69,0.84,79.26,5.68,90.25,41.25,6.21,5.59
2023,Finance,6.52,5.12,8.9,7.75,35.42,0.77,83.45,9.84,82.03,51.05,11.8,7.5
2021,Finance,3.53,3.65,8.33,12.45,60.84,0.78,87.13,8.47,93.8,53.06,6.59,8.32
2023,Transportation,5.33,6.1,7.28,6.83,63.46,0.05,76.62,6.97,77.35,57.61,8.87,1.72
2024,Retail,6.82,3.96,7.97,13.96,46.75,0.02,83.67,13.53,88.92,23.2,10.89,2.51
2024,Telecommunications,5.85,5.3,6.09,7.41,75.29,0.89,86.37,9.25,83.06,25.2,9.4,1.4
2024,Retail,6.69,6.56,6.33,8.99,89.07,0.98,85.13,10.63,92.09,56.78,7.79,1.44
2023,Retail,6.59,5.22,6.93,11.58,40.79,0.57,78.54,8.46,72.92,55.59,5.7,2.1
2022,Finance,3.47,4.89,7.32,13.51,51.89,0.62,88.41,9.64,79.55,30.16,9.99,2.19
2021,Telecommunications,6.2,6.23,9.76,5.4,66.3,0.41,75.92,6.11,90.47,53.63,9.84,9.79
2022,Technology,5.69,5.79,8.82,11.23,42.63,0.39,98.25,10.98,81.48,54.32,9.64,9.34
2024,Telecommunications,6.41,4.11,9.59,12.28,70.52,0.55,99.14,14.66,88.34,57.67,5.12,3.74
2024,Healthcare,4.64,6.66,6.48,11.08,44.12,0.65,96.87,9.81,83.53,44.63,9.39,3.03
2023,Retail,6.46,5.74,5.95,11.36,51.95,0.82,94.47,13.17,92.4,22.4,11.76,8.96
2023,Transportation,6.0,6.2,6.67,5.83,79.54,0.12,71.77,6.37,86.21,42.97,7.33,1.16
2022,Transportation,4.77,3.35,6.18,11.35,36.61,0.76,76.49,10.79,74.72,55.6,5.64,9.59
2021,Technology,3.16,4.26,9.42,9.15,59.34,0.39,79.65,9.84,74.78,27.11,9.82,3.47
2021,Finance,4.76,4.7,7.89,7.93,38.32,0.78,91.08,11.51,84.81,52.73,8.7,5.81
2021,Telecommunications,4.66,6.01,7.47,7.12,44.29,0.53,79.79,11.04,81.1,32.26,10.14,9.03
2023,Telecommunications,4.51,4.06,9.7,12.96,47.31,0.92,86.42,11.04,93.71,26.16,7.47,2.48
2024,Finance,4.09,5.17,8.05,11.02,84.08,0.37,89.78,14.31,88.96,34.38,9.73,3.7
2021,Finance,3.29,5.52,7.15,7.02,73.48,0.42,99.35,5.7,75.61,22.73,8.89,6.97
2023,Healthcare,3.34,6.15,9.88,6.5,54.75,0.63,75.11,6.32,88.25,35.01,8.56,4.45
2021,Technology,3.59,6.35,9.94,14.12,84.89,0.18,71.87,11.08,91.03,38.07,5.48,6.77
2024,Technology,4.53,6.18,8.44,11.57,72.99,0.63,83.09,14.32,92.35,30.78,7.55,8.57
2021,Telecommunications,3.24,6.22,5.72,13.8,89.3,0.91,99.36,6.14,72.19,26.33,5.74,4.12
2023,Telecommunications,6.18,6.2,8.54,11.99,61.39,0.12,74.63,13.07,80.5,56.55,11.2,8.71
2024,Finance,6.06,5.83,6.64,14.81,77.26,0.76,94.79,6.45,72.67,39.31,9.44,3.42
2024,Telecommunications,3.13,4.77,5.99,9.81,71.76,0.6,72.06,7.98,72.99,39.75,8.15,1.34
2024,Finance,5.7,3.64,8.45,5.09,86.61,0.18,93.22,11.32,94.87,20.77,11.07,3.43
2023,Healthcare,4.44,5.12,7.17,11.45,59.67,0.38,92.79,5.83,92.4,58.19,11.54,1.47
2022,Technology,5.61,4.79,5.0,8.51,34.14,0.26,78.99,11.04,73.92,59.94,11.95,3.23
2023,Finance,5.01,4.02,8.53,10.56,65.16,0.69,70.07,5.85,85.33,47.16,11.04,3.99
2021,Healthcare,3.79,3.15,7.66,7.76,78.34,0.44,98.78,5.69,72.86,46.57,7.86,3.35
2021,Telecommunications,3.68,6.68,9.11,5.71,36.91,0.3,85.65,13.67,91.79,42.61,6.02,7.05
2022,Transportation,6.17,6.67,9.38,13.92,67.84,0.9,97.42,11.06,73.62,23.69,8.55,4.81
2023,Telecommunications,5.16,5.39,7.8,8.72,44.25,0.81,84.78,12.48,75.25,39.5,5.67,4.13
2022,Technology,6.29,5.1,8.38,5.0,40.99,0.25,85.39,6.94,94.99,55.14,8.64,2.98
2022,Telecommunications,4.99,4.77,9.32,5.76,51.7,0.32,96.81,11.17,89.04,45.56,8.33,2.39
2021,Healthcare,5.75,5.82,9.87,14.89,41.87,0.72,90.53,13.85,77.33,29.52,8.12,9.35
2023,Telecommunications,3.12,5.83,9.77,7.05,73.43,0.62,89.63,9.57,81.37,45.17,9.38,6.08
2022,Telecommunications,4.2,4.32,7.23,11.02,41.25,0.16,87.63,11.32,84.29,39.95,7.94,2.13
2022,Finance,6.36,4.3,5.59,7.0,89.37,0.7,98.18,10.98,72.01,56.14,6.1,7.43
2022,Retail,6.76,3.79,7.4,6.84,78.71,0.78,96.32,13.95,75.02,21.52,6.02,1.44
2021,Technology,3.87,6.57,5.46,5.42,89.98,0.9,86.05,13.05,92.21,43.73,9.24,2.08
2023,Technology,3.65,5.15,7.17,10.8,84.66,0.62,82.56,7.47,87.84,22.29,7.14,6.72
2024,Transportation,3.79,6.16,8.23,6.8,84.01,0.92,82.4,13.22,83.52,26.08,9.73,2.3
2021,Retail,6.51,6.92,5.84,7.13,34.56,0.92,77.8,9.86,78.57,26.03,8.35,8.41
2023,Retail,6.49,4.96,7.58,14.79,82.88,0.49,97.36,7.83,72.54,48.39,9.71,7.45
2021,Transportation,4.15,5.64,9.65,10.89,66.76,0.16,97.64,9.63,81.86,20.82,6.56,4.52
2023,Telecommunications,4.94,3.62,5.7,11.83,77.91,0.76,95.55,10.26,79.53,24.27,7.07,9.89
2022,Transportation,6.07,4.31,6.62,8.43,74.31,0.85,78.97,6.37,71.12,30.07,5.84,3.1
2022,Finance,6.16,6.33,8.98,13.89,52.78,0.56,81.63,10.46,79.71,46.96,6.14,3.27
2023,Transportation,5.1,3.94,5.38,11.69,74.63,0.42,98.35,14.94,78.59,49.67,9.63,4.07
2024,Telecommunications,4.69,3.95,6.96,8.5,51.71,0.34,88.45,14.1,82.43,46.39,7.78,3.3
2021,Finance,4.59,6.06,8.97,13.89,38.2,0.21,74.82,8.33,90.35,51.15,5.93,6.96
2023,Retail,6.15,4.03,5.28,14.82,39.12,0.81,81.43,8.76,71.47,23.78,9.68,7.12
2022,Healthcare,3.67,5.37,6.48,9.67,71.42,0.33,95.48,7.77,72.21,23.09,7.31,9.4
2024,Transportation,4.36,4.93,6.66,13.82,33.46,0.63,78.84,7.6,82.28,59.28,6.94,3.2
2023,Technology,6.43,4.76,5.2,14.89,40.87,0.1,88.86,12.77,88.69,42.3,6.23,7.87
2021,Finance,5.7,3.6,6.16,10.41,72.82,0.92,83.05,5.37,90.75,40.43,11.0,1.36
2022,Telecommunications,4.16,4.83,7.24,13.08,48.98,0.55,79.31,7.84,78.31,50.94,6.76,1.17
2024,Healthcare,5.35,4.01,6.08,7.59,48.07,0.48,70.11,8.66,74.56,36.71,11.6,9.49
2024,Finance,3.2,5.85,7.26,7.23,67.32,0.46,74.63,14.28,79.13,57.66,10.94,6.44
2023,Finance,4.18,5.42,9.53,10.29,48.16,0.23,93.62,14.63,88.35,45.35,5.29,8.42
2023,Transportation,5.07,4.04,8.87,13.01,85.59,0.5,80.16,6.36,76.52,27.65,9.24,4.01
2024,Transportation,5.35,5.04,5.6,14.22,43.79,0.13,97.54,7.41,89.98,25.83,7.78,2.81
2023,Healthcare,4.01,5.41,6.75,7.44,62.08,0.06,70.41,5.26,79.7,35.09,9.52,2.58
2024,Technology,5.75,5.8,7.6,6.25,62.99,0.45,91.08,12.91,88.63,36.67,11.83,1.99
2023,Transportation,3.71,6.17,6.87,11.17,58.65,0.15,71.18,8.07,94.51,34.85,9.44,9.71
2023,Telecommunications,5.13,3.79,6.37,5.69,74.67,0.47,82.16,8.76,76.07,59.45,8.6,3.21
2022,Technology,4.85,3.61,5.51,14.71,32.85,0.31,92.26,10.4,76.76,45.84,7.98,6.12
2024,Technology,3.57,4.26,5.09,12.66,80.05,0.44,84.61,10.89,91.75,49.09,11.26,8.74
2021,Transportation,5.35,3.51,6.42,10.58,44.83,0.75,70.8,12.1,80.64,55.47,11.14,7.33
2024,Transportation,3.23,4.24,9.43,12.89,64.48,0.32,82.37,6.44,94.9,25.58,8.34,8.93
2021,Healthcare,5.04,6.61,6.72,9.88,71.86,0.61,98.42,11.61,92.04,22.76,6.2,8.54
2024,Technology,3.17,5.79,9.39,13.42,49.3,0.46,85.39,5.21,73.51,35.67,5.54,6.08
2023,Healthcare,3.65,5.41,8.39,8.61,89.47,0.09,94.66,12.37,92.43,49.89,6.6,1.56
2022,Transportation,3.31,5.7,5.98,12.6,69.74,0.31,71.86,7.89,89.56,21.75,10.15,1.78
2024,Technology,5.49,6.07,8.07,8.51,40.86,0.99,89.41,10.36,86.53,31.6,8.47,7.1
2022,Transportation,5.73,3.15,6.74,7.04,71.32,0.41,97.09,6.81,72.83,44.54,10.56,3.96
2021,Transportation,4.61,5.41,5.73,6.01,77.73,0.71,80.55,6.27,75.31,47.28,10.37,2.85
2022,Healthcare,5.33,5.21,7.26,13.03,55.64,0.99,72.15,13.99,88.44,24.54,5.61,3.55
2023,Telecommunications,4.22,6.33,8.78,10.11,70.38,0.67,87.7,11.25,93.63,46.66,7.18,3.22
2023,Finance,6.56,6.93,6.13,14.3,87.48,0.73,94.9,12.11,74.38,22.53,7.18,7.08
2022,Finance,3.5,6.38,7.87,7.2,54.2,0.73,79.35,11.54,83.23,36.48,9.75,7.42
2023,Healthcare,3.46,4.33,7.03,8.34,77.33,0.07,76.77,5.16,93.08,55.58,11.5,6.95
2021,Finance,6.23,6.1,7.4,11.65,64.4,0.34,80.18,14.13,83.04,24.96,8.11,5.73
2022,Technology,3.55,5.47,9.24,13.1,80.64,0.36,71.3,10.66,85.7,43.43,10.55,5.01
2022,Finance,5.09,4.33,7.68,10.93,68.48,0.0,79.01,10.41,92.84,52.43,10.28,9.85
2023,Healthcare,4.51,6.54,6.71,12.24,76.7,0.24,96.5,8.29,84.36,57.08,9.53,3.29
2024,Retail,3.32,6.05,7.82,7.66,52.83,0.52,99.53,7.22,82.52,24.75,11.77,9.13
2023,Transportation,4.18,3.57,9.5,5.79,63.52,0.59,93.71,7.21,91.35,56.5,5.22,7.41
2024,Finance,3.68,3.83,5.83,14.41,43.35,0.2,85.66,5.9,93.13,33.57,8.38,3.88
2021,Healthcare,3.12,5.22,5.55,9.03,83.06,0.85,83.71,10.06,78.25,56.78,8.17,6.17
2023,Technology,5.72,4.61,9.43,7.18,32.12,0.34,78.49,8.55,81.18,41.04,11.93,7.4
2022,Telecommunications,6.5,6.82,6.0,14.34,53.44,0.45,80.16,12.09,88.43,48.75,9.06,6.66
2023,Telecommunications,3.0,5.97,6.53,5.62,45.92,0.39,89.04,6.71,85.96,45.74,9.79,4.11
2024,Technology,4.07,6.21,6.45,5.93,55.19,0.62,74.66,14.63,72.24,48.35,8.96,4.45
2021,Finance,6.16,5.28,8.93,13.4,54.11,0.97,70.82,5.36,82.82,39.82,11.46,3.59
2023,Finance,5.0,4.89,8.15,5.17,30.68,0.55,75.49,10.38,88.06,44.38,8.23,7.7
2021,Telecommunications,3.71,6.06,7.75,9.97,85.46,0.9,72.1,13.84,93.95,56.01,11.29,3.2
2021,Telecommunications,5.45,4.61,9.96,6.79,66.91,0.62,91.98,5.76,84.34,28.29,5.59,1.59
2022,Transportation,4.62,5.02,7.46,12.71,85.69,0.96,90.13,7.04,85.32,33.44,10.16,9.1
2022,Healthcare,4.64,6.43,5.35,6.93,38.39,0.55,97.97,10.88,86.66,27.0,5.05,2.66
2023,Healthcare,6.33,6.97,6.77,9.29,41.07,0.9,97.17,7.5,90.34,29.91,7.43,5.36
2024,Telecommunications,5.09,4.88,6.5,12.13,48.64,0.81,79.46,6.4,71.56,43.84,5.8,3.44
2021,Telecommunications,5.96,6.56,9.63,13.52,86.56,0.63,76.66,6.45,88.96,48.66,7.4,8.29
2024,Healthcare,4.54,5.32,6.15,9.83,89.6,0.83,80.93,8.52,84.33,30.95,11.12,2.98
2021,Technology,5.62,3.99,8.28,6.21,80.9,0.39,70.01,6.73,94.98,54.7,9.23,4.34
2023,Transportation,3.02,6.12,9.68,10.34,82.5,0.01,71.55,8.5,84.52,29.87,6.24,2.22
2024,Finance,5.89,3.07,5.75,12.42,59.15,0.88,96.64,11.58,79.42,46.22,7.45,1.58
2021,Healthcare,4.58,4.18,9.87,6.14,34.41,0.64,98.61,9.79,92.39,39.36,5.01,2.52
2022,Healthcare,3.1,3.91,5.02,12.45,83.3,0.91,81.98,7.37,78.74,50.68,5.04,9.3
2023,Telecommunications,3.68,5.77,7.67,7.29,69.49,0.78,89.72,7.11,84.23,26.48,7.57,7.15
2024,Healthcare,6.94,3.95,6.34,6.68,82.58,0.75,94.44,8.32,84.06,25.66,8.17,5.41
2023,Telecommunications,3.05,4.94,9.23,8.41,53.23,0.2,90.26,11.55,79.76,50.34,9.44,8.9
2022,Finance,3.35,4.85,8.54,10.19,70.88,0.26,75.48,7.54,75.65,25.2,5.57,6.66
2023,Telecommunications,4.43,6.2,7.32,12.12,65.31,0.34,85.85,10.65,70.92,38.75,7.26,8.26
2024,Technology,4.14,3.44,5.95,7.71,30.91,0.44,82.26,10.4,82.68,51.59,10.64,4.85
2021,Telecommunications,6.62,5.05,9.28,5.94,49.77,0.71,81.06,11.8,77.3,56.89,10.12,1.35
2023,Telecommunications,5.56,5.61,6.44,10.37,88.59,0.95,73.81,12.84,81.96,22.73,11.07,6.81
2022,Transportation,6.13,5.87,5.64,11.95,47.36,0.59,90.95,7.58,93.7,51.49,11.31,9.38
2021,Telecommunications,5.0,6.65,7.37,11.16,40.33,0.09,72.84,10.99,81.83,49.51,11.84,3.65
2023,Retail,3.56,3.49,6.9,11.6,59.33,0.07,89.58,13.5,76.66,54.87,10.39,7.04
2024,Healthcare,4.51,4.73,7.7,7.33,74.2,0.73,89.39,7.13,91.93,50.49,10.2,2.05
2022,Healthcare,4.73,5.62,5.49,8.26,51.42,0.85,84.84,14.96,75.21,40.83,9.23,8.67
2024,Retail,6.48,3.4,7.54,6.65,89.35,0.09,85.18,9.31,94.05,32.68,10.52,2.27
2023,Retail,3.83,6.41,7.87,6.4,53.8,0.14,71.33,11.35,71.49,44.62,7.37,5.69
2022,Finance,5.45,3.11,6.94,13.59,74.37,0.79,86.65,10.15,82.85,43.47,9.84,7.99
2024,Technology,5.53,5.0,5.02,11.78,37.48,0.01,91.24,13.6,77.61,57.26,8.79,2.21
2023,Retail,4.19,5.97,8.69,6.55,89.16,0.04,76.64,5.16,92.54,59.01,10.87,5.64
2021,Transportation,3.8,6.75,5.38,8.28,87.54,0.34,99.23,11.12,86.54,23.36,6.0,9.26
2023,Transportation,4.85,5.74,8.06,12.76,72.31,0.43,76.93,5.69,75.25,27.68,6.31,8.56
2021,Telecommunications,3.46,5.68,8.09,5.05,57.11,0.52,74.37,9.48,92.29,26.87,5.54,9.72
2024,Healthcare,3.67,3.59,6.12,10.6,61.63,0.46,82.96,13.37,76.16,30.95,8.05,1.39
2023,Retail,4.26,3.86,8.23,11.69,59.95,0.83,87.41,13.45,75.57,37.96,11.22,8.34
2024,Healthcare,4.34,3.75,7.2,10.35,79.88,0.51,92.29,7.22,85.16,22.53,11.92,3.78
2021,Finance,6.07,3.14,8.95,5.8,68.21,0.08,75.85,10.89,90.19,21.83,11.97,1.63
2021,Technology,4.95,5.28,6.49,13.44,88.13,0.7,81.41,10.58,72.97,37.49,5.85,9.41
2022,Finance,3.92,3.49,8.62,5.92,68.46,0.08,91.98,14.23,80.81,20.09,11.13,5.73
2021,Healthcare,4.37,4.65,8.45,5.61,61.83,0.69,85.94,6.53,92.45,36.13,11.2,1.18
2022,Healthcare,3.81,3.42,5.13,12.03,87.16,0.7,77.07,12.38,93.11,59.62,6.11,4.71
2024,Transportation,3.87,4.63,5.44,13.09,33.92,0.21,86.17,5.95,82.93,49.91,5.37,1.5
2022,Transportation,3.99,3.49,6.16,7.41,52.77,0.73,80.95,7.57,77.37,54.58,11.77,9.82
2024,Telecommunications,6.61,6.33,8.1,9.43,35.42,0.99,78.84,12.11,93.26,47.51,11.31,8.04
2024,Healthcare,5.43,3.12,8.25,11.79,81.47,0.58,94.8,7.9,94.62,58.86,8.72,3.12
2022,Telecommunications,6.8,4.61,5.89,6.74,67.86,0.48,95.58,10.69,90.67,23.72,7.78,1.36
2023,Healthcare,4.17,5.26,7.4,12.65,64.04,0.99,74.61,12.48,89.69,30.44,9.68,1.87
2024,Technology,3.84,3.98,7.34,7.23,40.3,0.98,95.09,8.31,90.03,28.98,11.17,4.44
2024,Finance,5.88,5.65,7.05,7.49,31.33,0.66,91.5,5.01,74.93,54.81,8.96,5.24
2021,Technology,3.12,5.8,8.87,6.48,59.4,0.73,70.48,13.64,76.51,46.31,9.71,3.21
2022,Telecommunications,5.34,3.78,6.57,8.7,46.51,0.53,77.55,8.41,94.98,22.48,8.0,5.99
2022,Transportation,4.31,3.68,8.53,7.41,77.42,0.54,94.67,14.67,74.4,45.03,5.29,2.15
2021,Finance,6.37,3.79,6.02,7.69,46.07,0.96,92.23,11.53,75.92,25.5,5.08,1.65
